_id,link,company,version,created_at,updated_at,update_at,add_date,address,full_address,city,region,longitude,latitude,price,revenu,plex-revenue,plex-revenu,municipal_evaluation_building,municipal_evaluation_land,municipal_evaluation_total,municipal_taxes,school_taxes,municipal_tax,school_tax,surface,living_area,construction_year,year_built,lot_size,type,bedrooms,nb_bedroom,bathrooms,nb_bathroom,unites,residential_units,commercial_units,parking,basement,building_style,depenses,vendue,description,img_src,image,images,extraction_metadata,municipal_evaluation_year
PROP_000067,https://example.com/property/67,RE/MAX,v3,2025-02-17 12:48:58.428720,2025-03-17 12:48:58.428720,2025-03-05 12:48:58.428720,2025-02-18 12:48:58.428720,9993 Rue Sherbrooke,"9993 Rue Sherbrooke, QC",Sherbrooke,Montérégie,-77.7602389121172,57.41193226603912,852639,26280.0,,,847285.6340879265,281019.60259208555,1128305.236680012,4584,2602,4123,2656,2861,2946,1951,1952,8242.581592758148,Appartement,6,6,1,0,1,1,0,2,Partiel,Traditionnel,,True,Belle propriété appartement à Sherbrooke avec 6 chambres et 1 salles de bain.,https://example.com/images/property_67.jpg,https://example.com/images/property_67.jpg,['https://example.com/images/property_67.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2025-02-17T12:48:58.428720', 'confidence': 0.9597661942161346}",2023
PROP_000068,https://example.com/property/68,RE/MAX,v2,2024-10-30 12:48:58.428740,2024-11-23 12:48:58.428740,2024-11-09 12:48:58.428740,2024-10-27 12:48:58.428740,745 Boulevard Laval,"745 Boulevard Laval, QC",Laval,Capitale-Nationale,-71.36865387159355,61.07428712387085,1778599,94464.0,,75108.0,1825677.454354446,691929.2079730042,2517606.6623274502,4348,2261,4341,2350,4566,4695,1963,1963,8517.817557239729,Maison unifamiliale,6,7,1,1,1,1,0,1,Partiel,Contemporain,11280.0,False,Belle propriété maison unifamiliale à Laval avec 6 chambres et 1 salles de bain.,https://example.com/images/property_68.jpg,https://example.com/images/property_68.jpg,['https://example.com/images/property_68.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2024-10-30T12:48:58.428740', 'confidence': 0.9385430769435394}",2022
PROP_000069,https://example.com/property/69,Royal LePage,v3,2024-10-14 12:48:58.428761,2024-11-01 12:48:58.428761,2024-11-07 12:48:58.428761,2024-10-17 12:48:58.428761,5766 Boulevard Laval,"5766 Boulevard Laval, QC",Laval,Outaouais,-64.2688361819749,49.49236401384967,810477,65304.0,65496.0,,1011217.4524448006,303034.620740247,1314252.0731850476,2110,3357,1881,3528,1798,1833,1990,1991,3009.544725225881,Duplex,4,3,3,2,5,5,0,3,Partiel,Moderne,,True,Belle propriété duplex à Laval avec 4 chambres et 3 salles de bain.,https://example.com/images/property_69.jpg,https://example.com/images/property_69.jpg,['https://example.com/images/property_69.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2024-10-14T12:48:58.428761', 'confidence': 0.8100762317371276}",2022
PROP_000070,https://example.com/property/70,RE/MAX,v2,2025-06-21 12:48:58.428783,2025-07-01 12:48:58.428783,2025-06-24 12:48:58.428783,2025-06-21 12:48:58.428783,4210 Avenue Montréal,"4210 Avenue Montréal, QC",Montréal,Estrie,-63.45008569607173,52.21482418953512,1391092,71544.0,56184.0,,1043085.170188032,335768.3187836982,1378853.4889717302,2614,3698,2989,3695,1360,1353,1961,1959,3375.0406570815085,Condo,5,5,1,2,1,1,0,2,Partiel,Traditionnel,8796.0,True,Belle propriété condo à Montréal avec 5 chambres et 1 salles de bain.,https://example.com/images/property_70.jpg,https://example.com/images/property_70.jpg,['https://example.com/images/property_70.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2025-06-21T12:48:58.428783', 'confidence': 0.9526530365951069}",2021
PROP_000071,https://example.com/property/71,Centris,v3,2025-07-14 12:48:58.428805,2025-07-14 12:48:58.428805,2025-08-13 12:48:58.428805,2025-07-09 12:48:58.428805,6801 Boulevard Gatineau,"6801 Boulevard Gatineau, QC",Gatineau,Capitale-Nationale,-67.4858357303977,51.398981360060056,822488,30756.0,80052.0,,907321.9395305074,363092.0759290723,1270414.0154595796,4614,2658,4362,2489,3394,3339,1967,1966,8550.918201541675,Maison unifamiliale,4,4,3,4,1,1,0,2,Non,Traditionnel,15708.0,False,Belle propriété maison unifamiliale à Gatineau avec 4 chambres et 3 salles de bain.,https://example.com/images/property_71.jpg,https://example.com/images/property_71.jpg,['https://example.com/images/property_71.jpg'],"{'source': 'Centris', 'extraction_date': '2025-07-14T12:48:58.428805', 'confidence': 0.9302435494477649}",2020
PROP_000072,https://example.com/property/72,RE/MAX,v2,2024-09-08 12:48:58.428827,2024-09-23 12:48:58.428827,2024-09-22 12:48:58.428827,2024-09-07 12:48:58.428827,2712 Rue Québec,"2712 Rue Québec, QC",Québec,Laval,-60.09285442775739,48.68830255104092,884874,,118932.0,107700.0,978062.4291605216,186837.27377641888,1164899.7029369404,4964,3810,5129,3681,2353,2170,2024,2023,6865.515946813818,Maison unifamiliale,4,3,1,1,1,1,2,1,Partiel,Victorian,,False,Belle propriété maison unifamiliale à Québec avec 4 chambres et 1 salles de bain.,https://example.com/images/property_72.jpg,https://example.com/images/property_72.jpg,['https://example.com/images/property_72.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2024-09-08T12:48:58.428827', 'confidence': 0.9381493080617076}",2021
PROP_000073,https://example.com/property/73,DuProprio,v3,2024-08-29 12:48:58.428848,2024-09-05 12:48:58.428848,2024-09-07 12:48:58.428848,2024-09-03 12:48:58.428848,9607 Boulevard Gatineau,"9607 Boulevard Gatineau, QC",Gatineau,Estrie,-59.38836213730404,59.418773240213845,966741,,,,871344.5032242888,312537.08379471116,1183881.587019,7299,2662,7494,2759,3929,3783,1999,2001,6762.553871051151,Duplex,4,4,4,4,1,1,0,2,Oui,Contemporain,,False,Belle propriété duplex à Gatineau avec 4 chambres et 4 salles de bain.,https://example.com/images/property_73.jpg,https://example.com/images/property_73.jpg,['https://example.com/images/property_73.jpg'],"{'source': 'DuProprio', 'extraction_date': '2024-08-29T12:48:58.428848', 'confidence': 0.9792098141432231}",2024
PROP_000074,https://example.com/property/74,DuProprio,v1,2024-12-22 12:48:58.428868,2025-01-07 12:48:58.428868,2025-01-21 12:48:58.428868,2024-12-25 12:48:58.428868,9922 Boulevard Montréal,"9922 Boulevard Montréal, QC",Montréal,Estrie,-73.53637498538036,54.15045884347049,1053681,92076.0,,83508.0,964874.3235551463,270381.70228181424,1235256.0258369606,3790,3431,3360,3379,3914,3781,1996,1996,8103.999560993397,Duplex,1,2,1,1,7,7,0,3,Oui,Victorian,,True,Belle propriété duplex à Montréal avec 1 chambres et 1 salles de bain.,https://example.com/images/property_74.jpg,https://example.com/images/property_74.jpg,['https://example.com/images/property_74.jpg'],"{'source': 'DuProprio', 'extraction_date': '2024-12-22T12:48:58.428868', 'confidence': 0.9650622066775342}",2018
PROP_000075,https://example.com/property/75,RE/MAX,v2,2025-06-29 12:48:58.428890,2025-07-29 12:48:58.428890,2025-07-09 12:48:58.428890,2025-06-28 12:48:58.428890,6240 Boulevard Sherbrooke,"6240 Boulevard Sherbrooke, QC",Sherbrooke,Estrie,-62.53716519020766,48.12292637625861,1591647,,76200.0,98904.0,1751870.1824165836,597448.8146520059,2349318.9970685896,7720,3392,7238,3362,3809,3694,1956,1955,5845.31952503303,Triplex,4,4,1,1,6,6,0,2,Partiel,Moderne,,True,Belle propriété triplex à Sherbrooke avec 4 chambres et 1 salles de bain.,https://example.com/images/property_75.jpg,https://example.com/images/property_75.jpg,['https://example.com/images/property_75.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2025-06-29T12:48:58.428890', 'confidence': 0.9345439953403957}",2022
PROP_000076,https://example.com/property/76,DuProprio,v2,2025-01-09 12:48:58.428911,2025-01-10 12:48:58.428911,2025-01-11 12:48:58.428911,2025-01-14 12:48:58.428911,9687 Rue Sherbrooke,"9687 Rue Sherbrooke, QC",Sherbrooke,Laval,-57.66722953407629,56.70841423577699,1362912,31440.0,,,1207666.1704174192,442328.3310851412,1649994.5015025605,3747,3030,3549,2866,2250,2288,1964,1962,4415.656515070964,Maison unifamiliale,6,7,3,2,1,1,0,1,Partiel,Moderne,,True,Belle propriété maison unifamiliale à Sherbrooke avec 6 chambres et 3 salles de bain.,https://example.com/images/property_76.jpg,https://example.com/images/property_76.jpg,['https://example.com/images/property_76.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-01-09T12:48:58.428911', 'confidence': 0.9303126033589114}",2020
PROP_000077,https://example.com/property/77,Centris,v2,2024-09-12 12:48:58.428931,2024-10-12 12:48:58.428931,2024-09-22 12:48:58.428931,2024-09-10 12:48:58.428931,1658 Rue Longueuil,"1658 Rue Longueuil, QC",Longueuil,Montérégie,-78.51083734064224,46.63370463713054,1110543,83952.0,113700.0,86664.0,1156732.1670245037,308336.0704793327,1465068.2375038364,6915,1814,7147,1953,1594,1794,2021,2020,2901.7670251080353,Condo,6,6,3,4,1,1,2,0,Partiel,Contemporain,,True,Belle propriété condo à Longueuil avec 6 chambres et 3 salles de bain.,https://example.com/images/property_77.jpg,https://example.com/images/property_77.jpg,['https://example.com/images/property_77.jpg'],"{'source': 'Centris', 'extraction_date': '2024-09-12T12:48:58.428931', 'confidence': 0.8814462579767716}",2018
PROP_000078,https://example.com/property/78,Centris,v2,2025-03-22 12:48:58.428952,2025-04-07 12:48:58.428952,2025-03-30 12:48:58.428952,2025-03-26 12:48:58.428952,1968 Boulevard Montréal,"1968 Boulevard Montréal, QC",Montréal,Laval,-62.59715249565276,50.38189141614819,1025351,66672.0,55008.0,36636.0,1055144.4045534092,283641.15503980673,1338785.559593216,6409,1134,5958,1188,1876,1879,1990,1989,5214.802208607282,Triplex,3,2,1,1,4,4,2,2,Non,Traditionnel,,False,Belle propriété triplex à Montréal avec 3 chambres et 1 salles de bain.,https://example.com/images/property_78.jpg,https://example.com/images/property_78.jpg,['https://example.com/images/property_78.jpg'],"{'source': 'Centris', 'extraction_date': '2025-03-22T12:48:58.428952', 'confidence': 0.8788100115453538}",2021
PROP_000079,https://example.com/property/79,DuProprio,v1,2025-08-11 12:48:58.428974,2025-08-29 12:48:58.428974,2025-08-30 12:48:58.428974,2025-08-15 12:48:58.428974,6228 Avenue Sherbrooke,"6228 Avenue Sherbrooke, QC",Sherbrooke,Estrie,-61.3446589380068,45.84914514674364,776442,91044.0,,,990707.005121316,295896.29132591997,1286603.296447236,3806,1457,3432,1274,1689,1737,1953,1952,2925.4112499556295,Triplex,5,5,2,1,3,3,0,3,Oui,Moderne,10944.0,True,Belle propriété triplex à Sherbrooke avec 5 chambres et 2 salles de bain.,https://example.com/images/property_79.jpg,https://example.com/images/property_79.jpg,['https://example.com/images/property_79.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-08-11T12:48:58.428974', 'confidence': 0.9293821144676947}",2024
PROP_000080,https://example.com/property/80,Centris,v2,2024-10-19 12:48:58.428996,2024-11-15 12:48:58.428996,2024-11-11 12:48:58.428996,2024-10-19 12:48:58.428996,9417 Rue Québec,"9417 Rue Québec, QC",Québec,Capitale-Nationale,-63.54381549985883,47.9430500228798,1978505,,63504.0,,2267221.4288390493,432323.9822059471,2699545.411044996,2480,2639,2556,2775,2074,2234,2005,2004,4763.698034742876,Triplex,6,7,3,2,6,6,0,1,Non,Traditionnel,,True,Belle propriété triplex à Québec avec 6 chambres et 3 salles de bain.,https://example.com/images/property_80.jpg,https://example.com/images/property_80.jpg,['https://example.com/images/property_80.jpg'],"{'source': 'Centris', 'extraction_date': '2024-10-19T12:48:58.428996', 'confidence': 0.9507317389486962}",2024
PROP_000081,https://example.com/property/81,Centris,v2,2024-08-25 12:48:58.429017,2024-09-20 12:48:58.429017,2024-09-12 12:48:58.429017,2024-08-25 12:48:58.429017,2849 Avenue Montréal,"2849 Avenue Montréal, QC",Montréal,Capitale-Nationale,-57.07428023861712,45.422366765014694,1925925,26856.0,110436.0,56424.0,2132652.931035022,652674.2999304435,2785327.2309654653,5447,2306,5871,2474,3729,3774,1973,1975,5746.610212932887,Duplex,3,2,3,3,7,7,0,0,Non,Victorian,,True,Belle propriété duplex à Montréal avec 3 chambres et 3 salles de bain.,https://example.com/images/property_81.jpg,https://example.com/images/property_81.jpg,['https://example.com/images/property_81.jpg'],"{'source': 'Centris', 'extraction_date': '2024-08-25T12:48:58.429017', 'confidence': 0.929854659075833}",2023
PROP_000082,https://example.com/property/82,Royal LePage,v3,2024-08-27 12:48:58.429037,2024-09-05 12:48:58.429037,2024-09-08 12:48:58.429037,2024-08-22 12:48:58.429037,5903 Avenue Longueuil,"5903 Avenue Longueuil, QC",Longueuil,Estrie,-67.13998523974065,54.99738640455564,1926902,45792.0,36096.0,50604.0,1407016.5140369416,690731.8146136764,2097748.328650618,4897,1525,5303,1495,1285,1089,1970,1970,3850.824328868096,Condo,2,1,2,3,1,1,0,0,Oui,Victorian,12108.0,True,Belle propriété condo à Longueuil avec 2 chambres et 2 salles de bain.,https://example.com/images/property_82.jpg,https://example.com/images/property_82.jpg,['https://example.com/images/property_82.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2024-08-27T12:48:58.429037', 'confidence': 0.9227886224365139}",2024
PROP_000083,https://example.com/property/83,Royal LePage,v1,2025-05-06 12:48:58.429058,2025-05-23 12:48:58.429058,2025-06-04 12:48:58.429058,2025-05-04 12:48:58.429058,3452 Rue Montréal,"3452 Rue Montréal, QC",Montréal,Outaouais,-59.66839820539465,45.86673478445593,868590,74316.0,97608.0,57888.0,927900.7046653508,427946.82529203215,1355847.529957383,3457,3508,2981,3421,1119,1043,2008,2006,2138.834432016651,Duplex,4,3,4,3,2,2,0,1,Partiel,Moderne,24132.0,False,Belle propriété duplex à Montréal avec 4 chambres et 4 salles de bain.,https://example.com/images/property_83.jpg,https://example.com/images/property_83.jpg,['https://example.com/images/property_83.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2025-05-06T12:48:58.429058', 'confidence': 0.8397462781537781}",2018
PROP_000084,https://example.com/property/84,RE/MAX,v1,2024-10-31 12:48:58.429081,2024-11-26 12:48:58.429081,2024-11-29 12:48:58.429081,2024-10-26 12:48:58.429081,5744 Boulevard Montréal,"5744 Boulevard Montréal, QC",Montréal,Montérégie,-78.36479135588195,53.95520888512499,1714235,,,35724.0,1744734.394288077,698158.3072629713,2442892.701551048,2613,2087,2903,2088,829,637,2020,2018,2141.860466753305,Maison unifamiliale,1,0,4,4,1,1,1,2,Partiel,Traditionnel,,False,Belle propriété maison unifamiliale à Montréal avec 1 chambres et 4 salles de bain.,https://example.com/images/property_84.jpg,https://example.com/images/property_84.jpg,['https://example.com/images/property_84.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2024-10-31T12:48:58.429081', 'confidence': 0.8592480238275707}",2024
PROP_000085,https://example.com/property/85,Centris,v3,2024-11-08 12:48:58.429101,2024-12-02 12:48:58.429101,2024-11-24 12:48:58.429101,2024-11-03 12:48:58.429101,4220 Avenue Gatineau,"4220 Avenue Gatineau, QC",Gatineau,Outaouais,-67.95723619159456,50.448855288321816,1039004,87372.0,62172.0,99732.0,1088429.7969085863,283539.9837662309,1371969.780674817,7934,3227,7666,3283,3858,3885,2008,2010,11028.23189426977,Condo,5,6,4,4,1,1,2,4,Non,Moderne,,False,Belle propriété condo à Gatineau avec 5 chambres et 4 salles de bain.,https://example.com/images/property_85.jpg,https://example.com/images/property_85.jpg,['https://example.com/images/property_85.jpg'],"{'source': 'Centris', 'extraction_date': '2024-11-08T12:48:58.429101', 'confidence': 0.8303534024345711}",2023
PROP_000086,https://example.com/property/86,Royal LePage,v3,2025-04-29 12:48:58.429122,2025-05-05 12:48:58.429122,2025-05-01 12:48:58.429122,2025-05-02 12:48:58.429122,5339 Boulevard Longueuil,"5339 Boulevard Longueuil, QC",Longueuil,Capitale-Nationale,-69.91047148202851,58.03947447874765,539285,79404.0,55788.0,53556.0,481568.55426996015,139926.21065847797,621494.7649284381,5397,3953,4981,3840,1708,1633,1959,1960,3047.087857923729,Condo,3,2,1,2,1,1,0,1,Oui,Contemporain,7968.0,True,Belle propriété condo à Longueuil avec 3 chambres et 1 salles de bain.,https://example.com/images/property_86.jpg,https://example.com/images/property_86.jpg,['https://example.com/images/property_86.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2025-04-29T12:48:58.429122', 'confidence': 0.9012038558446118}",2024
PROP_000087,https://example.com/property/87,RE/MAX,v3,2025-01-19 12:48:58.429143,2025-02-17 12:48:58.429143,2025-02-12 12:48:58.429143,2025-01-18 12:48:58.429143,869 Avenue Longueuil,"869 Avenue Longueuil, QC",Longueuil,Laval,-62.96099065982227,53.62551163606701,1491701,80292.0,118800.0,,1126059.4708154437,622599.2607527114,1748658.731568155,4435,3403,4622,3461,1146,1345,2004,2002,2313.755041228469,Triplex,3,4,1,2,7,7,0,3,Oui,Contemporain,7428.0,False,Belle propriété triplex à Longueuil avec 3 chambres et 1 salles de bain.,https://example.com/images/property_87.jpg,https://example.com/images/property_87.jpg,['https://example.com/images/property_87.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2025-01-19T12:48:58.429143', 'confidence': 0.986993944326253}",2020
PROP_000088,https://example.com/property/88,Centris,v3,2025-07-15 12:48:58.429164,2025-07-19 12:48:58.429164,2025-08-09 12:48:58.429164,2025-07-11 12:48:58.429164,9066 Avenue Laval,"9066 Avenue Laval, QC",Laval,Montérégie,-69.88682995254489,52.94387197096054,699737,,43680.0,63276.0,553573.2007795118,241934.9837705692,795508.184550081,3175,2656,3131,2675,804,999,1978,1980,1307.4313902643569,Maison unifamiliale,5,5,4,3,1,1,0,1,Non,Victorian,12264.0,False,Belle propriété maison unifamiliale à Laval avec 5 chambres et 4 salles de bain.,https://example.com/images/property_88.jpg,https://example.com/images/property_88.jpg,['https://example.com/images/property_88.jpg'],"{'source': 'Centris', 'extraction_date': '2025-07-15T12:48:58.429164', 'confidence': 0.8868981194436825}",2018
PROP_000089,https://example.com/property/89,DuProprio,v1,2025-08-14 12:48:58.429186,2025-09-11 12:48:58.429186,2025-08-30 12:48:58.429186,2025-08-14 12:48:58.429186,8747 Rue Québec,"8747 Rue Québec, QC",Québec,Outaouais,-56.685596781126186,59.88759053356169,1592431,71424.0,,,1615610.5003986277,337166.7858459875,1952777.2862446152,3065,3981,3070,4012,4584,4738,2006,2007,9584.53465519236,Duplex,3,4,1,0,8,8,2,2,Non,Moderne,9156.0,True,Belle propriété duplex à Québec avec 3 chambres et 1 salles de bain.,https://example.com/images/property_89.jpg,https://example.com/images/property_89.jpg,['https://example.com/images/property_89.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-08-14T12:48:58.429186', 'confidence': 0.9960958934210231}",2024
PROP_000090,https://example.com/property/90,RE/MAX,v1,2025-08-10 12:48:58.429207,2025-08-12 12:48:58.429207,2025-08-10 12:48:58.429207,2025-08-06 12:48:58.429207,3601 Rue Montréal,"3601 Rue Montréal, QC",Montréal,Montérégie,-76.33466405236634,56.81050110479445,589665,42036.0,101040.0,44616.0,590556.7542536823,182065.55376975297,772622.3080234353,3812,2268,3730,2098,841,940,1978,1976,1459.8116290229975,Condo,3,3,4,3,1,1,0,2,Oui,Moderne,6780.0,False,Belle propriété condo à Montréal avec 3 chambres et 4 salles de bain.,https://example.com/images/property_90.jpg,https://example.com/images/property_90.jpg,['https://example.com/images/property_90.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2025-08-10T12:48:58.429207', 'confidence': 0.8950998140136652}",2024
PROP_000091,https://example.com/property/91,Royal LePage,v1,2024-09-16 12:48:58.429229,2024-10-01 12:48:58.429229,2024-09-26 12:48:58.429229,2024-09-21 12:48:58.429229,7358 Avenue Longueuil,"7358 Avenue Longueuil, QC",Longueuil,Montérégie,-78.3424439988368,57.68199877584126,164762,,70956.0,87852.0,237241.04090681337,75070.02440253903,312311.0653093524,5327,3531,4948,3375,3293,3126,1987,1987,9806.813598642946,Maison unifamiliale,3,4,3,3,1,1,0,1,Partiel,Contemporain,26976.0,True,Belle propriété maison unifamiliale à Longueuil avec 3 chambres et 3 salles de bain.,https://example.com/images/property_91.jpg,https://example.com/images/property_91.jpg,['https://example.com/images/property_91.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2024-09-16T12:48:58.429229', 'confidence': 0.9516809771447186}",2018
PROP_000092,https://example.com/property/92,RE/MAX,v1,2024-11-17 12:48:58.429250,2024-12-02 12:48:58.429250,2024-11-22 12:48:58.429250,2024-11-13 12:48:58.429250,8378 Rue Sherbrooke,"8378 Rue Sherbrooke, QC",Sherbrooke,Estrie,-71.02522536724607,50.86957804068252,1946907,57732.0,,,1425864.778464416,886389.4038927476,2312254.1823571636,2466,1297,2379,1252,2240,2220,1982,1981,4733.36706786019,Triplex,3,3,4,5,8,8,2,4,Non,Victorian,16704.0,False,Belle propriété triplex à Sherbrooke avec 3 chambres et 4 salles de bain.,https://example.com/images/property_92.jpg,https://example.com/images/property_92.jpg,['https://example.com/images/property_92.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2024-11-17T12:48:58.429250', 'confidence': 0.8889050512172508}",2019
PROP_000093,https://example.com/property/93,DuProprio,v1,2024-10-01 12:48:58.429271,2024-10-01 12:48:58.429271,2024-10-08 12:48:58.429271,2024-10-05 12:48:58.429271,4463 Avenue Gatineau,"4463 Avenue Gatineau, QC",Gatineau,Laval,-66.42049870574138,60.39540158216694,1658411,44832.0,110412.0,,1203226.228351427,818379.9302209003,2021606.158572327,4756,1648,5161,1815,3027,2848,1952,1950,6960.885990374205,Appartement,2,3,2,2,1,1,0,0,Non,Moderne,,False,Belle propriété appartement à Gatineau avec 2 chambres et 2 salles de bain.,https://example.com/images/property_93.jpg,https://example.com/images/property_93.jpg,['https://example.com/images/property_93.jpg'],"{'source': 'DuProprio', 'extraction_date': '2024-10-01T12:48:58.429271', 'confidence': 0.9501191657124013}",2022
PROP_000094,https://example.com/property/94,DuProprio,v2,2025-01-25 12:48:58.429292,2025-02-22 12:48:58.429292,2025-02-02 12:48:58.429292,2025-01-23 12:48:58.429292,8622 Boulevard Québec,"8622 Boulevard Québec, QC",Québec,Estrie,-72.49543666494246,51.68672457662945,634666,56964.0,61968.0,,625780.0893012951,151705.11657394172,777485.2058752368,3252,1413,3558,1458,1729,1817,2004,2006,4318.311692429961,Triplex,4,4,1,0,7,7,0,1,Non,Traditionnel,27408.0,False,Belle propriété triplex à Québec avec 4 chambres et 1 salles de bain.,https://example.com/images/property_94.jpg,https://example.com/images/property_94.jpg,['https://example.com/images/property_94.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-01-25T12:48:58.429292', 'confidence': 0.8281651846859679}",2024
PROP_000095,https://example.com/property/95,Centris,v3,2024-12-04 12:48:58.429314,2024-12-25 12:48:58.429314,2024-12-13 12:48:58.429314,2024-11-29 12:48:58.429314,6418 Boulevard Sherbrooke,"6418 Boulevard Sherbrooke, QC",Sherbrooke,Laval,-60.66153103208097,60.336840177103575,293817,95508.0,93000.0,,274084.0123418367,102964.8845191368,377048.8968609735,3611,2744,3979,2916,4341,4521,1983,1981,12162.984426311605,Maison unifamiliale,5,6,4,4,1,1,0,1,Partiel,Moderne,33096.0,True,Belle propriété maison unifamiliale à Sherbrooke avec 5 chambres et 4 salles de bain.,https://example.com/images/property_95.jpg,https://example.com/images/property_95.jpg,['https://example.com/images/property_95.jpg'],"{'source': 'Centris', 'extraction_date': '2024-12-04T12:48:58.429314', 'confidence': 0.9301129003688492}",2024
PROP_000096,https://example.com/property/96,Royal LePage,v2,2025-07-25 12:48:58.429335,2025-08-01 12:48:58.429335,2025-08-05 12:48:58.429335,2025-07-27 12:48:58.429335,8539 Boulevard Montréal,"8539 Boulevard Montréal, QC",Montréal,Capitale-Nationale,-68.62237134927611,52.7571863344463,803786,,71004.0,,1044161.9332273556,311156.29772025975,1355318.2309476156,2061,1935,1907,1925,3339,3524,2000,2001,5995.846795699272,Condo,5,5,4,5,1,1,0,1,Partiel,Traditionnel,6816.0,True,Belle propriété condo à Montréal avec 5 chambres et 4 salles de bain.,https://example.com/images/property_96.jpg,https://example.com/images/property_96.jpg,['https://example.com/images/property_96.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2025-07-25T12:48:58.429335', 'confidence': 0.9185258786275108}",2018
PROP_000097,https://example.com/property/97,Royal LePage,v1,2025-05-02 12:48:58.429355,2025-05-09 12:48:58.429355,2025-05-31 12:48:58.429355,2025-05-04 12:48:58.429355,5491 Rue Québec,"5491 Rue Québec, QC",Québec,Montérégie,-76.76342007041792,56.87748602027414,399361,88932.0,34860.0,44856.0,355535.63179949,175473.81113808844,531009.4429375784,7914,1536,8350,1564,2294,2275,2005,2007,4434.924774421736,Duplex,6,6,1,0,1,1,1,4,Non,Contemporain,10320.0,True,Belle propriété duplex à Québec avec 6 chambres et 1 salles de bain.,https://example.com/images/property_97.jpg,https://example.com/images/property_97.jpg,['https://example.com/images/property_97.jpg'],"{'source': 'Royal LePage', 'extraction_date': '2025-05-02T12:48:58.429355', 'confidence': 0.8999690705666319}",2022
PROP_000098,https://example.com/property/98,DuProprio,v2,2025-06-17 12:48:58.429377,2025-07-01 12:48:58.429377,2025-07-07 12:48:58.429377,2025-06-13 12:48:58.429377,2070 Boulevard Laval,"2070 Boulevard Laval, QC",Laval,Montérégie,-71.78838965667838,51.43439011447363,1129815,,103116.0,30144.0,969268.8892433596,270789.5184444335,1240058.407687793,7922,3897,8359,3818,3986,4155,1957,1957,8185.486788539421,Maison unifamiliale,2,1,2,2,1,1,0,3,Oui,Traditionnel,20892.0,True,Belle propriété maison unifamiliale à Laval avec 2 chambres et 2 salles de bain.,https://example.com/images/property_98.jpg,https://example.com/images/property_98.jpg,['https://example.com/images/property_98.jpg'],"{'source': 'DuProprio', 'extraction_date': '2025-06-17T12:48:58.429377', 'confidence': 0.9556006704695101}",2022
PROP_000099,https://example.com/property/99,RE/MAX,v1,2025-08-17 12:48:58.429397,2025-08-28 12:48:58.429397,2025-08-26 12:48:58.429397,2025-08-18 12:48:58.429397,6955 Rue Montréal,"6955 Rue Montréal, QC",Montréal,Estrie,-58.41993909741542,59.92718953458255,782593,84168.0,,96672.0,816561.8325231133,360905.2512132716,1177467.083736385,3036,1086,2726,998,3366,3331,1987,1986,5621.605611510154,Condo,3,2,2,1,1,1,0,4,Partiel,Victorian,,True,Belle propriété condo à Montréal avec 3 chambres et 2 salles de bain.,https://example.com/images/property_99.jpg,https://example.com/images/property_99.jpg,['https://example.com/images/property_99.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2025-08-17T12:48:58.429397', 'confidence': 0.9000385580308276}",2019
PROP_000100,https://example.com/property/100,RE/MAX,v2,2025-05-09 12:48:58.429418,2025-06-05 12:48:58.429418,2025-05-11 12:48:58.429418,2025-05-14 12:48:58.429418,147 Boulevard Laval,"147 Boulevard Laval, QC",Laval,Outaouais,-75.49038970353124,48.1003024620884,1153733,58884.0,,,1427070.5720105183,402492.8653106268,1829563.437321145,3773,1878,3612,1759,2313,2277,1958,1958,5651.664472792393,Condo,2,2,2,1,1,1,0,0,Partiel,Victorian,,True,Belle propriété condo à Laval avec 2 chambres et 2 salles de bain.,https://example.com/images/property_100.jpg,https://example.com/images/property_100.jpg,['https://example.com/images/property_100.jpg'],"{'source': 'RE/MAX', 'extraction_date': '2025-05-09T12:48:58.429418', 'confidence': 0.8680759460002099}",2023
